city_name,pollution_type,pollution_value,creation_date
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 02H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 04H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 06H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 08H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 09H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 10H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 12H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 14H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 16H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 18H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 20H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-27 22H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 00H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 02H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 04H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 06H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 08H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 10H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 12H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 14H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 16H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 18H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 20H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-28 22H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-29 00H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-29 02H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-29 04H"
Guimaraes,"Carbon Monoxide",0.00000314666552384516,"2018-07-29 06H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 08H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 10H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 12H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 14H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 16H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 18H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 20H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-29 22H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 00H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 02H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 04H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 06H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 08H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 10H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 12H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 14H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 16H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 20H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-30 22H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 00H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 02H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 04H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 06H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 08H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 10H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 12H"
Guimaraes,"Carbon Monoxide",0.0000031742641917067317,"2018-07-31 14H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-07-31 16H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-07-31 18H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-07-31 20H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-07-31 22H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 00H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 02H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 04H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 06H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 19H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-01 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 05H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 07H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 19H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-02 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 05H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 07H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 19H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-03 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 05H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 07H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 19H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-04 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 05H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 07H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 19H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-05 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 05H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 07H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 09H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 11H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 13H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 15H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 17H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 21H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-06 23H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-07 01H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-07 03H"
Guimaraes,"Carbon Monoxide",0.000003274511188494494,"2018-08-07 05H"
Guimaraes,"Carbon Monoxide",0.0000030207541779190393,"2018-08-07 07H"
Guimaraes,"Carbon Monoxide",0.0000030207541779190393,"2018-08-07 09H"
Guimaraes,"Carbon Monoxide",0.0000030207541779190393,"2018-08-07 11H"
Guimaraes,"Carbon Monoxide",0.0000030207541779190393,"2018-08-07 13H"
Guimaraes,"Carbon Monoxide",0.0000030207541779190393,"2018-08-07 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-07 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-07 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-07 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-07 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-08 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-09 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-10 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-11 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-12 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 03H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 05H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 07H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 09H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 11H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 13H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 15H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 17H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 19H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 21H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-13 23H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-14 01H"
Guimaraes,"Carbon Monoxide",0.0000037771500565091135,"2018-08-14 03H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 05H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 07H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 09H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 11H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 13H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 15H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 17H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 19H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 21H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-14 23H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 01H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 03H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 05H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 07H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 09H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 11H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 13H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 15H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 17H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 19H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 21H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-15 23H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 01H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 03H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 05H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 07H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 09H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 11H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 13H"
Guimaraes,"Carbon Monoxide",0.000003631422085466614,"2018-08-16 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-16 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-16 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-16 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-16 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 13H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-17 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 13H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-18 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 13H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-19 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 13H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-20 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 13H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 15H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 17H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 19H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 21H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-21 23H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 01H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 03H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 05H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 07H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 09H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 11H"
Guimaraes,"Carbon Monoxide",0.000003123653949550438,"2018-08-22 13H"
